0;1;2;3;4;5;6;7;8;9;10
0.976976;0.956061;0.931321;0.907131;0.881754;0.855413;0.832069;0.809239;0.788166;0.772026;0.757843
0.975897;0.956627;0.933517;0.910913;0.887081;0.862232;0.840299;0.818801;0.798965;0.783936;0.770739
0.974794;0.957147;0.935643;0.914602;0.892288;0.868905;0.848355;0.82816;0.809528;0.795575;0.783327
0.973666;0.957618;0.937698;0.918195;0.897375;0.87543;0.856235;0.837311;0.81985;0.806938;0.795602
0.972514;0.958041;0.93968;0.921691;0.902337;0.881804;0.863934;0.846251;0.829927;0.818021;0.807558
0.971338;0.958415;0.941588;0.925086;0.907173;0.888023;0.871448;0.854974;0.839755;0.828819;0.819192
0.970137;0.958739;0.943421;0.928379;0.91188;0.894083;0.878774;0.863478;0.849329;0.839327;0.830497
0.968912;0.959013;0.945176;0.931569;0.916455;0.899983;0.885909;0.871758;0.858645;0.849542;0.841471
0.967663;0.959237;0.946854;0.934653;0.920896;0.90572;0.892849;0.879811;0.8677;0.859458;0.852108
0.96639;0.959408;0.948453;0.93763;0.9252;0.91129;0.899592;0.887633;0.876489;0.869073;0.862404
0.965093;0.959528;0.949971;0.940498;0.929367;0.916691;0.906134;0.895221;0.885009;0.878381;0.872355
0.963771;0.959595;0.951409;0.943256;0.933393;0.921921;0.912473;0.902572;0.893256;0.887379;0.881958
0.962425;0.959609;0.952764;0.945902;0.937277;0.926977;0.918605;0.909682;0.901227;0.896064;0.891207
0.961055;0.95957;0.954036;0.948435;0.941017;0.931857;0.924527;0.916548;0.908919;0.904432;0.9001
0.959662;0.959477;0.955224;0.950853;0.94461;0.936559;0.930238;0.923168;0.916328;0.912479;0.908633
0.958244;0.959329;0.956326;0.953155;0.948056;0.94108;0.935735;0.929539;0.923451;0.920203;0.916803
0.956802;0.959126;0.957343;0.955339;0.951352;0.945418;0.941015;0.935658;0.930285;0.927599;0.924606
0.955336;0.958869;0.958273;0.957405;0.954496;0.949572;0.946076;0.941522;0.936827;0.934666;0.932039
0.953847;0.958555;0.959116;0.95935;0.957488;0.953538;0.950915;0.947128;0.943076;0.9414;0.939099
0.952334;0.958186;0.95987;0.961175;0.960325;0.957317;0.955531;0.952475;0.949027;0.947798;0.945784
0.950796;0.95776;0.960535;0.962877;0.963007;0.960905;0.959921;0.957561;0.954678;0.953857;0.95209
0.949235;0.957278;0.96111;0.964456;0.965531;0.964301;0.964084;0.962381;0.960028;0.959577;0.958016
0.947651;0.956738;0.961594;0.965911;0.967896;0.967503;0.968017;0.966936;0.965074;0.964953;0.963558
0.946042;0.956141;0.961988;0.96724;0.970102;0.97051;0.971719;0.971222;0.969813;0.969984;0.968715
0.94441;0.955487;0.962289;0.968443;0.972146;0.97332;0.975188;0.975238;0.974245;0.974667;0.973485
0.942755;0.954774;0.962498;0.969519;0.974028;0.975932;0.978422;0.978983;0.978366;0.979001;0.977865
0.941075;0.954004;0.962615;0.970467;0.975747;0.978345;0.98142;0.982453;0.982175;0.982984;0.981854
0.939373;0.953175;0.962637;0.971286;0.977301;0.980557;0.98418;0.985649;0.98567;0.986615;0.98545
0.937646;0.952287;0.962566;0.971976;0.978689;0.982567;0.986702;0.988567;0.988851;0.989891;0.988652
0.935897;0.951341;0.9624;0.972535;0.979912;0.984374;0.988983;0.991208;0.991715;0.992812;0.991458
0.934124;0.950335;0.962139;0.972964;0.980966;0.985976;0.991023;0.99357;0.994261;0.995376;0.993868
0.932327;0.94927;0.961783;0.973261;0.981853;0.987374;0.992821;0.995651;0.996488;0.997582;0.995881
0.930508;0.948146;0.961332;0.973426;0.982571;0.988566;0.994375;0.997451;0.998396;0.999429;0.997495
0.928665;0.946962;0.960784;0.973458;0.98312;0.989551;0.995685;0.998968;0.999983;1.00092;0.99871
0.926798;0.945718;0.96014;0.973357;0.983498;0.990329;0.99675;1.0002;1.00125;1.00204;0.999526
0.924909;0.944415;0.959399;0.973123;0.983706;0.990899;0.997569;1.00115;1.00219;1.00281;0.999942
0.922997;0.943051;0.958561;0.972754;0.983743;0.99126;0.998142;1.00182;1.00281;1.00321;0.999958
0.921061;0.941628;0.957627;0.972252;0.983608;0.991412;0.998468;1.0022;1.00311;1.00326;0.999574
0.919102;0.940144;0.956595;0.971615;0.983302;0.991355;0.998547;1.0023;1.00308;1.00294;0.99879
0.917121;0.9386;0.955465;0.970843;0.982823;0.991088;0.998378;1.00211;1.00273;1.00226;0.997606
0.915116;0.936996;0.954238;0.969937;0.982172;0.990611;0.997962;1.00164;1.00206;1.00122;0.996024
0.913089;0.935332;0.952913;0.968895;0.981348;0.989924;0.997298;1.00088;1.00107;0.999819;0.994043
0.911039;0.933607;0.951491;0.967718;0.980351;0.989026;0.996386;0.99983;0.999746;0.998057;0.991665
0.908966;0.931822;0.949971;0.966406;0.979182;0.987918;0.995227;0.9985;0.998105;0.995935;0.98889
0.90687;0.929977;0.948353;0.964959;0.977841;0.986601;0.99382;0.996884;0.996141;0.993455;0.985719
0.904752;0.928072;0.946637;0.963376;0.976326;0.985073;0.992165;0.994984;0.993856;0.990616;0.982154
0.902611;0.926107;0.944824;0.961659;0.974639;0.983335;0.990264;0.9928;0.99125;0.98742;0.978197
0.900447;0.924081;0.942914;0.959806;0.97278;0.981388;0.988116;0.990333;0.988324;0.983869;0.973848
0.898261;0.921996;0.940906;0.957819;0.970749;0.979232;0.985722;0.987584;0.98508;0.979963;0.969109
0.896052;0.919851;0.9388;0.955698;0.968547;0.976867;0.983083;0.984552;0.981518;0.975704;0.963983
0.893822;0.917646;0.936598;0.953442;0.966173;0.974295;0.9802;0.98124;0.97764;0.971093;0.958471
0.891568;0.915382;0.934299;0.951053;0.963629;0.971515;0.977073;0.977649;0.973446;0.966133;0.952576
0.889293;0.913058;0.931904;0.94853;0.960915;0.968528;0.973703;0.973779;0.96894;0.960826;0.9463
0.886995;0.910675;0.929412;0.945874;0.95803;0.965336;0.970091;0.969632;0.964121;0.955172;0.939645
0.884675;0.908233;0.926824;0.943086;0.954978;0.961938;0.966239;0.965209;0.958993;0.949176;0.932615
0.882333;0.905732;0.924141;0.940165;0.951756;0.958337;0.962148;0.960513;0.953556;0.942838;0.925212
0.879969;0.903172;0.921363;0.937114;0.948368;0.954532;0.957818;0.955544;0.947813;0.936161;0.917438
0.877583;0.900554;0.91849;0.933931;0.944813;0.950526;0.953252;0.950304;0.941767;0.929149;0.909297
0.875174;0.897878;0.915523;0.930619;0.941092;0.946319;0.948451;0.944795;0.935418;0.921803;0.900793
0.872745;0.895144;0.912462;0.927177;0.937207;0.941912;0.943416;0.939019;0.928771;0.914126;0.891929
0.870293;0.892352;0.909308;0.923606;0.933158;0.937308;0.938149;0.932978;0.921826;0.906122;0.882707
0.867819;0.889503;0.906061;0.919908;0.928947;0.932507;0.932652;0.926675;0.914587;0.897793;0.873133
0.865324;0.886597;0.902722;0.916083;0.924574;0.92751;0.926927;0.920111;0.907057;0.889144;0.863209
0.862807;0.883635;0.899291;0.912131;0.920041;0.92232;0.920975;0.913289;0.899238;0.880176;0.85294
0.860269;0.880616;0.89577;0.908055;0.91535;0.916938;0.914799;0.906212;0.891133;0.870894;0.84233
0.857709;0.877541;0.892158;0.903854;0.9105;0.911365;0.908401;0.898881;0.882745;0.861302;0.831383
0.855127;0.874411;0.888457;0.899531;0.905495;0.905604;0.901783;0.8913;0.874079;0.851402;0.820104
0.852525;0.871226;0.884667;0.895085;0.900335;0.899656;0.894947;0.883471;0.865135;0.8412;0.808496
0.8499;0.867985;0.880789;0.890518;0.895021;0.893524;0.887895;0.875398;0.855919;0.830698;0.796565
0.847255;0.864691;0.876824;0.885832;0.889556;0.887208;0.880631;0.867082;0.846434;0.819902;0.784316
0.844589;0.861342;0.872772;0.881027;0.883941;0.880712;0.873156;0.858528;0.836683;0.808815;0.771753
0.841901;0.85794;0.868635;0.876105;0.878178;0.874038;0.865474;0.849738;0.82667;0.797441;0.758881
0.839192;0.854485;0.864413;0.871067;0.872268;0.867187;0.857587;0.840716;0.816399;0.785785;0.745705
0.836463;0.850978;0.860107;0.865914;0.866213;0.860161;0.849497;0.831465;0.805874;0.773852;0.732231
0.833712;0.847418;0.855718;0.860648;0.860015;0.852964;0.841207;0.821987;0.795099;0.761646;0.718465
0.830941;0.843807;0.851248;0.85527;0.853676;0.845598;0.832722;0.812288;0.784077;0.749173;0.704411
0.828148;0.840146;0.846696;0.849782;0.847198;0.838064;0.824042;0.80237;0.772813;0.736436;0.690075
0.825336;0.836433;0.842064;0.844185;0.840582;0.830366;0.815172;0.792238;0.761312;0.723441;0.675463
0.822502;0.832671;0.837354;0.83848;0.833832;0.822506;0.806115;0.781894;0.749578;0.710194;0.660581
0.819648;0.828859;0.832565;0.832669;0.826948;0.814487;0.796874;0.771342;0.737615;0.696698;0.645435
0.816773;0.824999;0.8277;0.826754;0.819934;0.806311;0.787452;0.760588;0.725428;0.682961;0.630031
0.813878;0.82109;0.822759;0.820737;0.81279;0.797981;0.777852;0.749633;0.713022;0.668986;0.614374
0.810963;0.817134;0.817744;0.814618;0.80552;0.789501;0.768079;0.738484;0.7004;0.654779;0.598472
0.808028;0.81313;0.812655;0.8084;0.798126;0.780872;0.758135;0.727143;0.68757;0.640347;0.582331
0.805072;0.809081;0.807493;0.802085;0.79061;0.772098;0.748024;0.715615;0.674534;0.625694;0.565956
0.802096;0.804985;0.802261;0.795674;0.782974;0.763182;0.737749;0.703905;0.661298;0.610827;0.549355
0.7991;0.800845;0.796959;0.789169;0.775221;0.754126;0.727315;0.692016;0.647867;0.595751;0.532535
0.796084;0.79666;0.791588;0.782572;0.767354;0.744935;0.716725;0.679953;0.634247;0.580472;0.515501
0.793048;0.792431;0.78615;0.775884;0.759374;0.73561;0.705983;0.667721;0.620442;0.564996;0.498262
0.789992;0.78816;0.780646;0.769109;0.751285;0.726156;0.695093;0.655325;0.606459;0.54933;0.480823
0.786917;0.783845;0.775077;0.762247;0.743088;0.716575;0.684058;0.642768;0.592301;0.533479;0.463191
0.783822;0.77949;0.769445;0.7553;0.734787;0.706871;0.672883;0.630055;0.577976;0.51745;0.445375
0.780707;0.775093;0.76375;0.748271;0.726384;0.697047;0.661571;0.617192;0.563487;0.501249;0.42738
0.777573;0.770655;0.757995;0.741161;0.717882;0.687107;0.650128;0.604182;0.548841;0.484882;0.409214
0.774419;0.766179;0.75218;0.733974;0.709283;0.677053;0.638556;0.591032;0.534044;0.468356;0.390885
0.771246;0.761663;0.746308;0.726709;0.700591;0.666889;0.62686;0.577746;0.519101;0.451677;0.372399
0.768054;0.75711;0.740379;0.719371;0.691808;0.65662;0.615045;0.564328;0.504018;0.434852;0.353764
0.764842;0.752519;0.734395;0.71196;0.682936;0.646247;0.603114;0.550785;0.4888;0.417887;0.334988
0.761612;0.747891;0.728357;0.70448;0.67398;0.635776;0.591071;0.53712;0.473454;0.40079;0.316078
0.758362;0.743228;0.722267;0.696931;0.664941;0.625209;0.578922;0.523339;0.457985;0.383566;0.297041
0.755093;0.738529;0.716127;0.689317;0.655823;0.61455;0.566671;0.509447;0.4424;0.366224;0.277886
0.751806;0.733797;0.709937;0.68164;0.646628;0.603803;0.554322;0.49545;0.426704;0.348768;0.258619
0.748499;0.729031;0.7037;0.673901;0.637359;0.592972;0.541879;0.481353;0.410904;0.331207;0.239249
0.745174;0.724232;0.697416;0.666104;0.62802;0.582059;0.529347;0.46716;0.395005;0.313547;0.219784
0.741831;0.719402;0.691088;0.658249;0.618614;0.57107;0.516731;0.452878;0.379014;0.295795;0.20023
0.738469;0.71454;0.684716;0.650341;0.609143;0.560008;0.504034;0.438512;0.362937;0.277958;0.180596
0.735088;0.709649;0.678303;0.64238;0.59961;0.548876;0.491263;0.424066;0.34678;0.260044;0.16089
0.731689;0.704728;0.67185;0.63437;0.590019;0.537678;0.47842;0.409547;0.330549;0.242058;0.14112
0.728272;0.699778;0.665359;0.626312;0.580373;0.526419;0.465512;0.394959;0.31425;0.224009;0.121293
0.724836;0.694801;0.658831;0.618209;0.570674;0.515103;0.452542;0.380309;0.297891;0.205904;0.101418
0.721382;0.689796;0.652267;0.610063;0.560926;0.503732;0.439516;0.365602;0.281476;0.187748;0.0815022
0.717911;0.684766;0.64567;0.601877;0.551133;0.492311;0.426437;0.350843;0.265012;0.169551;0.0615537
0.714421;0.679711;0.639041;0.593653;0.541296;0.480845;0.413311;0.336038;0.248507;0.151318;0.0415807
0.710914;0.674631;0.632382;0.585393;0.53142;0.469336;0.400143;0.321193;0.231965;0.133057;0.021591
0.707388;0.669528;0.625694;0.5771;0.521508;0.457789;0.386937;0.306312;0.215394;0.114775;0.00159265
0.703845;0.664403;0.618979;0.568777;0.511562;0.446208;0.373698;0.291402;0.1988;0.0964796;-0.0184063
0.700285;0.659255;0.612238;0.560425;0.501587;0.434597;0.360431;0.276468;0.182189;0.0781775;-0.0383979
0.696707;0.654087;0.605474;0.552047;0.491584;0.42296;0.347141;0.261515;0.165567;0.0598762;-0.0583741
0.693111;0.648898;0.598687;0.543646;0.481558;0.411301;0.333831;0.24655;0.148941;0.0415827;-0.078327
0.689498;0.643691;0.59188;0.535223;0.471512;0.399623;0.320508;0.231578;0.132318;0.0233043;-0.0982486
0.685868;0.638465;0.585054;0.526782;0.461448;0.387932;0.307176;0.216604;0.115704;0.00504808;-0.118131
0.682221;0.633222;0.578211;0.518325;0.451371;0.37623;0.29384;0.201635;0.0991043;-0.0131787;-0.137966
0.678557;0.627963;0.571352;0.509854;0.441283;0.364523;0.280505;0.186675;0.0825264;-0.0313689;-0.157746
0.674876;0.622687;0.56448;0.501372;0.431187;0.352813;0.267175;0.17173;0.0659765;-0.0495154;-0.177462
0.671178;0.617398;0.557595;0.492881;0.421087;0.341105;0.253855;0.156806;0.0494607;-0.067611;-0.197108
0.667463;0.612094;0.550699;0.484384;0.410986;0.329404;0.24055;0.141909;0.0329856;-0.0856488;-0.216675
0.663731;0.606777;0.543795;0.475883;0.400888;0.317712;0.227265;0.127043;0.0165573;-0.103621;-0.236155
0.659983;0.601448;0.536884;0.46738;0.390794;0.306034;0.214004;0.112215;0.000182207;-0.121522;-0.255541
0.656219;0.596108;0.529966;0.458878;0.38071;0.294375;0.200773;0.0974302;-0.0161334;-0.139344;-0.274825
0.652437;0.590757;0.523045;0.450379;0.370637;0.282737;0.187575;0.0826937;-0.0323833;-0.157079;-0.293998
0.64864;0.585397;0.516122;0.441887;0.36058;0.271125;0.174417;0.0680112;-0.0485612;-0.174721;-0.313054
0.644827;0.580028;0.509198;0.433402;0.35054;0.259543;0.161302;0.0533882;-0.0646609;-0.192264;-0.331985
0.640997;0.574652;0.502275;0.424928;0.340522;0.247995;0.148235;0.0388301;-0.0806764;-0.209699;-0.350783
0.637151;0.569268;0.495355;0.416467;0.330529;0.236484;0.135222;0.0243423;-0.0966013;-0.227021;-0.369441
0.63329;0.563879;0.488439;0.408022;0.320563;0.225016;0.122265;0.00993014;-0.11243;-0.244223;-0.387951
0.629412;0.558484;0.481528;0.399594;0.310629;0.213592;0.109371;-0.00440095;-0.128156;-0.261297;-0.406306
0.625519;0.553085;0.474626;0.391187;0.300728;0.202218;0.0965434;-0.0186457;-0.143773;-0.278237;-0.424498
0.62161;0.547683;0.467732;0.382802;0.290864;0.190898;0.0837872;-0.0327988;-0.159276;-0.295037;-0.44252
0.617686;0.542278;0.460849;0.374441;0.281041;0.179634;0.0711068;-0.0468551;-0.174658;-0.31169;-0.460366
0.613746;0.536871;0.453979;0.366108;0.271261;0.168431;0.0585067;-0.0608094;-0.189914;-0.328189;-0.478027
0.609791;0.531463;0.447122;0.357805;0.261527;0.157293;0.0459913;-0.0746565;-0.205037;-0.344528;-0.495497
0.60582;0.526056;0.440281;0.349533;0.251842;0.146223;0.0335652;-0.0883912;-0.220023;-0.3607;-0.512769
0.601835;0.520648;0.433457;0.341296;0.24221;0.135225;0.0212327;-0.102009;-0.234865;-0.3767;-0.529836
0.597834;0.515243;0.426651;0.333095;0.232633;0.124303;0.00899817;-0.115504;-0.249558;-0.39252;-0.546691
0.593818;0.50984;0.419866;0.324932;0.223114;0.11346;-0.00313413;-0.128871;-0.264096;-0.408156;-0.563327
0.589788;0.50444;0.413102;0.316811;0.213657;0.1027;-0.0151599;-0.142107;-0.278473;-0.4236;-0.579738
0.585743;0.499044;0.406361;0.308732;0.204263;0.0920267;-0.0270749;-0.155205;-0.292685;-0.438846;-0.595917
0.581683;0.493653;0.399645;0.300699;0.194937;0.0814433;-0.038875;-0.168162;-0.306725;-0.45389;-0.611858
0.577609;0.488267;0.392955;0.292713;0.18568;0.0709534;-0.0505561;-0.180972;-0.320589;-0.468724;-0.627554
0.57352;0.482888;0.386293;0.284776;0.176496;0.0605605;-0.062114;-0.19363;-0.334271;-0.483343;-0.642999
0.569417;0.477516;0.379659;0.276891;0.167387;0.050268;-0.0735447;-0.206133;-0.347766;-0.497741;-0.658186
0.5653;0.472152;0.373056;0.26906;0.158356;0.0400792;-0.0848444;-0.218475;-0.361069;-0.511914;-0.673111
0.561168;0.466797;0.366485;0.261285;0.149406;0.0299974;-0.096009;-0.230652;-0.374175;-0.525854;-0.687766
0.557023;0.461451;0.359948;0.253568;0.140539;0.020026;-0.107035;-0.24266;-0.387079;-0.539557;-0.702146
0.552863;0.456115;0.353445;0.24591;0.131759;0.0101682;-0.117918;-0.254494;-0.399776;-0.553018;-0.716246
0.54869;0.450791;0.346978;0.238315;0.123067;0.000427153;-0.128654;-0.26615;-0.412261;-0.566231;-0.730058
0.544503;0.445478;0.340548;0.230783;0.114466;-0.00919403;-0.139241;-0.277624;-0.424529;-0.57919;-0.743579
0.540302;0.440177;0.334157;0.223317;0.105959;-0.0186923;-0.149673;-0.288911;-0.436577;-0.591892;-0.756802
